"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP1532,2022.MMP1532,"Southern Asia","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,1,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Sangay  village, Qara Bagh  district, Ghazni  province, Afghanistan","IOM Afghanistan","33.1911812, 68.089484",,,"Southern Asia",4
2022.MMP1533,2022.MMP1533,"Southern Asia","Wed, 05/18/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Maimana district, Faryab province, Afghanistan","IOM Afghanistan","35.91784, 64.7755147",,,"Southern Asia",4
2022.MMP1534,2022.MMP1534,"Southern Asia","Wed, 05/18/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Khoskadara village, Kishm district, Badakhshan province, Afghanistan","IOM Afghanistan","36.5712949, 70.3360691",,,"Southern Asia",4
2022.MMP1535,2022.MMP1535,"Southern Asia","Thu, 05/19/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Kohistanat district, Sar-e pul province, Afghanistan","IOM Afghanistan","35.4030708, 65.9511993",,,"Southern Asia",4
2022.MMP1536,2022.MMP1536,"Southern Asia","Thu, 05/19/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz village, Pul Alim district, Logar province, Afghanistan","IOM Afghanistan","33.9999375, 69.0195316",,,"Southern Asia",4
2022.MMP1537,2022.MMP1537,"Southern Asia","Thu, 05/19/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz village, Barak Barak district, Logar province, Afghanistan","IOM Afghanistan","34.0145518, 69.1923916",,,"Southern Asia",4
2022.MMP1538,2022.MMP1538,"Southern Asia","Thu, 05/19/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Hakim Baba Khail village, Band-e-Chowk district, Wardak province, Afghanistan","IOM Afghanistan","34.3513494, 68.2385339",,,"Southern Asia",4
2022.MMP1539,2022.MMP1539,"Southern Asia","Thu, 05/19/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Hakim Baba Khail village, Band-e-Chowk district, Wardak province, Afghanistan","IOM Afghanistan","34.3513494, 68.2385339",,,"Southern Asia",4
2022.MMP1540,2022.MMP1540,"Southern Asia","Thu, 05/19/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz village, Shebirghan district, Jawzjan province, Afghanistan","IOM Afghanistan","36.6817149, 65.7490624",,,"Southern Asia",4
2022.MMP1541,2022.MMP1541,"Southern Asia","Thu, 05/19/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Pahlawan Baba village, Mahtarlam  district, Laghman province, Afghanistan","IOM Afghanistan","34.6672527, 70.2117178",,,"Southern Asia",4
2022.MMP1542,2022.MMP1542,"Southern Asia","Fri, 05/20/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"You chash village, warsaj district, Takhar province, Afghanistan","IOM Afghanistan","36.0385024, 70.1455805",,,"Southern Asia",4
2022.MMP1543,2022.MMP1543,"Southern Asia","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Chelgazi village, Qaisar district, Faryab province, Afghanistan","IOM Afghanistan","35.59316716, 64.107853",,,"Southern Asia",4
2022.MMP1544,2022.MMP1544,"Southern Asia","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Markaz village, Almar district, Faryab province, Afghanistan","IOM Afghanistan","35.8570013, 64.5503376",,,"Southern Asia",4
2022.MMP1545,2022.MMP1545,"Southern Asia","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz village, Andkhoi district, Faryab province, Afghanistan","IOM Afghanistan","36.9549975, 65.1254488",,,"Southern Asia",4
2022.MMP1546,2022.MMP1546,"Southern Asia","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Sorkhab village, Mohammad Aqa district, Logar province, Afghanistan","IOM Afghanistan","34.0145518, 69.1923916",,,"Southern Asia",4
2022.MMP1547,2022.MMP1547,"Southern Asia","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia",Drowning,Afghanistan,"Pajak  village, Khak Afghan  district, Zabul  province, Afghanistan","IOM Afghanistan","32.1918782, 67.1894488",,,"Southern Asia",4
2022.MMP1548,2022.MMP1548,"Southern Asia","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia",Drowning,Afghanistan,"Dara Ballah village, Shohda district, Badkhshan province, Afghanistan","IOM Afghanistan","36.7347725, 70.8119953",,,"Southern Asia",4
2022.MMP1549,2022.MMP1549,"Southern Asia","Mon, 05/23/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz village, Kishim district, Badakhshan province, Afghanistan","IOM Afghanistan","36.5712949, 70.3360691",,,"Southern Asia",4
2022.MMP1550,2022.MMP1550,"Southern Asia","Mon, 05/23/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia",Drowning,Afghanistan,"Markaz village, Tulak district, Ghor province, Afghanistan","IOM Afghanistan","34.0739472, 63.6750562",,,"Southern Asia",4
2022.MMP1551,2022.MMP1551,"Southern Asia","Mon, 05/23/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia",Drowning,Afghanistan,"Paybidak village, Kohistan district, Sar-e pul province, Afghanistan","IOM Afghanistan","35.6707473, 66.0463534",,,"Southern Asia",4
2022.MMP1552,2022.MMP1552,"Southern Asia","Mon, 05/23/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Yakhan village, Khost Firing district, Baghlan  province, Afghanistan","IOM Afghanistan","33.3338472, 69.9371673",,,"Southern Asia",4
2022.MMP1553,2022.MMP1553,"Southern Asia","Mon, 05/23/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Sar Hawz village, Pur Chaman district, Farah province, Afghanistan","IOM Afghanistan","33.1792764, 63.7695384",,,"Southern Asia",4
2022.MMP1554,2022.MMP1554,"Southern Asia","Tue, 05/24/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Puli Khumri district, Baghlan  province, Afghanistan","IOM Afghanistan","35.9438023, 68.7095356",,,"Southern Asia",4
2022.MMP1555,2022.MMP1555,"Southern Asia","Tue, 05/24/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Khoshkawa village, Khak Safid district, Farah province, Afghanistan","IOM Afghanistan","32.495328, 62.2626627",,,"Southern Asia",4
2022.MMP1556,2022.MMP1556,"Southern Asia","Tue, 05/24/2022 - 12:00",2022,May,1,,1,,1,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Kanask  village, Bala Bulok  district, Farah  province, Afghanistan","IOM Afghanistan","32.6898446, 62.7323884",,,"Southern Asia",4
2022.MMP1557,2022.MMP1557,"Southern Asia","Wed, 05/25/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz village, Dawlatyar district, Ghor province, Afghanistan","IOM Afghanistan","34.557369, 65.7662579",,,"Southern Asia",4
2022.MMP1558,2022.MMP1558,"Southern Asia","Wed, 05/25/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Qala Naw district, Badghis province, Afghanistan","IOM Afghanistan","34.9690901, 63.1443045",,,"Southern Asia",4
2022.MMP1559,2022.MMP1559,"Southern Asia","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Engishka village, Sayyad district, Sarepul province, Afghanistan","IOM Afghanistan","36.0211404, 65.7609502",,,"Southern Asia",4
2022.MMP1560,2022.MMP1560,"Southern Asia","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia",Drowning,Afghanistan,"Dehrazi  village, Balkh  district, Balkh  province, Afghanistan","IOM Afghanistan","36.8909158, 67.1894488",,,"Southern Asia",4
2022.MMP1561,2022.MMP1561,"Southern Asia","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Pajak  village, Khak Afghan  district, Zabul  province, Afghanistan","IOM Afghanistan","32.1918782, 67.1894488",,,"Southern Asia",4
2022.MMP1562,2022.MMP1562,"Southern Asia","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Chishma village, Tewara district, Ghor province, Afghanistan","IOM Afghanistan","34.0995776, 64.905955",,,"Southern Asia",4
2022.MMP1563,2022.MMP1563,"Southern Asia","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,1,,,"Southern Asia",Violence,Afghanistan,"Qarloq village, Dasht Archi district, Kunduz province, Afghanistan","IOM Afghanistan","37.1228583, 69.1581192",,,"Southern Asia",4
2022.MMP1564,2022.MMP1564,"Southern Asia","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Qarloq village, Dasht Archi district, Kunduz province, Afghanistan","IOM Afghanistan","37.1228583, 69.1581192",,,"Southern Asia",4
2022.MMP1565,2022.MMP1565,"Southern Asia","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Ahmad Khil  village, Faiz Abad  district, Badakhshan province, Afghanistan","IOM Afghanistan","37.2658152, 70.5264934",,,"Southern Asia",4
2022.MMP1566,2022.MMP1566,"Southern Asia","Sat, 05/28/2022 - 12:00",2022,May,1,,1,,,,1,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Deh Surkh village, Zendjan district, Herat province, Afghanistan","IOM Afghanistan","34.1768743, 61.700565","Afghanistan to Iran",,"Southern Asia",4
2022.MMP1567,2022.MMP1567,"Southern Asia","Sat, 05/28/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Sar Chakan village, Pashtun Kot district, Faryab province, Afghanistan","IOM Afghanistan","35.598206, 64.7636592",,,"Southern Asia",4
2022.MMP1568,2022.MMP1568,"Southern Asia","Sat, 05/28/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Shaikh   village, Qaisar district, Faryab province, Afghanistan","IOM Afghanistan","35.6920597, 64.2957393",,,"Southern Asia",4
2022.MMP1569,2022.MMP1569,"Southern Asia","Sun, 05/29/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Qala Naw district, Badghis province, Afghanistan","IOM Afghanistan","34.9690901, 63.1443045",,,"Southern Asia",4
2022.MMP1570,2022.MMP1570,"Southern Asia","Mon, 05/30/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Dara walian village, Khenjan district, Baghlan  province, Afghanistan","IOM Afghanistan","35.596931, 68.904419",,,"Southern Asia",4
2022.MMP1571,2022.MMP1571,"Southern Asia","Mon, 05/30/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz village, Adraskan district, Herat province, Afghanistan","IOM Afghanistan","33.6716082, 61.9813913","Afghanistan to Iran",,"Southern Asia",4
2022.MMP1572,2022.MMP1572,"Southern Asia","Mon, 05/30/2022 - 12:00",2022,May,1,,1,,1,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Dar Abad village, Farah district, Farah province, Afghanistan","IOM Afghanistan","32.2222824, 62.1688572",,,"Southern Asia",4
2022.MMP1573,2022.MMP1573,"Southern Asia","Mon, 05/30/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Sangasi village, Muqur district, ghazni province, Afghanistan","IOM Afghanistan","32.8840511, 67.9046703",,,"Southern Asia",4
2022.MMP1574,2022.MMP1574,"Southern Asia","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Jaro Khail village, Koh Band district, Kapisa province, Afghanistan","IOM Afghanistan","35.0146345, 69.6929488",,,"Southern Asia",4
2022.MMP1575,2022.MMP1575,"Southern Asia","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Markaz village, Shahrak district, Ghor province, Afghanistan","IOM Afghanistan","34.016449, 64.5266446",,,"Southern Asia",4
2022.MMP1576,2022.MMP1576,"Southern Asia","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,1,1,"Southern Asia","Accidental death",Afghanistan,"Sahdulah village, Charikar  district, Parwan  province, Afghanistan","IOM Afghanistan","35.0107648, 69.1625896",,,"Southern Asia",4
2022.MMP1577,2022.MMP1577,"Southern Asia","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Markaz  village, Khan Abad  district, Kundoz  province, Afghanistan","IOM Afghanistan","36.681449, 69.1149051",,,"Southern Asia",4
2022.MMP1578,2022.MMP1578,"Southern Asia","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,1,,"Southern Asia",Drowning,Afghanistan,"Zer koo village, Qala Ka district, Farah province, Afghanistan","IOM Afghanistan","32.495328, 62.2626627",,,"Southern Asia",4
2022.MMP1579,2022.MMP1579,"Southern Asia","Wed, 06/01/2022 - 12:00",2022,June,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Sarai Sang village, Taloqan district, Takhar province, Afghanistan","IOM Afghanistan","36.7338782, 69.5394189",,,"Southern Asia",4
2022.MMP1580,2022.MMP1580,"Southern Asia","Thu, 06/02/2022 - 12:00",2022,June,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Mohammad Hasan village, Zarzhanshar district, Paktika province, Afghanistan","IOM Afghanistan","32.2645386, 68.5247149",,,"Southern Asia",4
2022.MMP1581,2022.MMP1581,"Southern Asia","Fri, 06/03/2022 - 12:00",2022,June,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kandar village, Farah district, Farah province, Afghanistan","IOM Afghanistan","32.2222824, 62.1688572",,,"Southern Asia",4
2022.MMP1582,2022.MMP1582,"Southern Asia","Fri, 06/03/2022 - 12:00",2022,June,1,,1,,,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tarasht village, Worsaj district, Takhar province, Afghanistan","IOM Afghanistan","36.0385024, 70.1455805",,,"Southern Asia",4
2022.MMP1583,2022.MMP1583,"Southern Asia","Sun, 06/05/2022 - 12:00",2022,June,1,,1,,,1,,"Southern Asia",Violence,Afghanistan,"Crossing the border near Zabol, Iran","IOM Afghanistan","31.00184317, 61.810686",,,"Southern Asia",4
2022.MMP1584,2022.MMP1584,"Southern Asia","Sun, 06/05/2022 - 12:00",2022,June,1,,1,,,,,"Southern Asia",Drowning,Afghanistan,"Gilan Bar village, Pashtoon Kot district, Faryab province, Afghanistan","IOM Afghanistan","35.598206, 64.7636592",,,"Southern Asia",4
2022.MMP1585,2022.MMP1585,"Southern Asia","Sun, 06/05/2022 - 12:00",2022,June,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Gul Tapa village, Kunduz district, Kunduz province, Afghanistan","IOM Afghanistan","36.7285692, 68.8681424",,,"Southern Asia",4
2022.MMP1586,2022.MMP1586,"Southern Asia","Mon, 06/06/2022 - 12:00",2022,June,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Bedak village, Obeh district, Herat province, Afghanistan","IOM Afghanistan","34.29192876, 63.108137","Afghanistan to Iran",,"Southern Asia",4
2022.MMP1587,2022.MMP1587,"Southern Asia","Tue, 06/07/2022 - 12:00",2022,June,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Bazaar, Dawlat Abad  district, Farya province, Afghanistan","IOM Afghanistan","36.421352, 64.895788",,,"Southern Asia",4
2022.MMP1588,2022.MMP1588,"Southern Asia","Tue, 06/07/2022 - 12:00",2022,June,1,,1,,,,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Chailatood village, Keshendi district, Mazar province, Afghanistan","IOM Afghanistan","36.71020528, 67.078234",,,"Southern Asia",4
